,pid,task,starttime,endtime,original_response_Dutch,original_response,original_response_cleaned,response,invalid,response_len,response_num_words,order,RT
10948,2879,1,1614184624852,1614184628741,egel,hedgehog,hedgehog,hedgehog,0.0,8,1,15,3.889
10949,2879,1,1614184628741,1614184630612,ezel,donkey,donkey,donkey,0.0,6,1,16,1.871
10950,2879,1,1614184630612,1614184639026,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,17,8.414
10951,2879,1,1614184639026,1614184642946,parkiet,parakeet,parakeet,parakeet,0.0,8,1,18,3.92
10952,2879,1,1614184642946,1614184650345,pelikaan,pelican,pelican,pelican,0.0,7,1,19,7.399
11002,2880,1,1614241642220,1614241644930,giraffe,giraffe,giraffe,giraffe,0.0,7,1,1,2.71
11003,2880,1,1614241644930,1614241647260,muis,mouse,mouse,mouse,0.0,5,1,2,2.33
11004,2880,1,1614241647260,1614241648621,hond ,dog,dog,dog,0.0,3,1,3,1.361
11005,2880,1,1614241648621,1614241650491,kat,cat,cat,cat,0.0,3,1,4,1.87
11006,2880,1,1614241650491,1614241653009,rat,rat,rat,rat,0.0,3,1,5,2.518
11007,2880,1,1614241653009,1614241656189,leeuw,lion,lion,lion,0.0,4,1,6,3.18
11008,2880,1,1614241656189,1614241657338,tijger,Tiger,Tiger,tiger,0.0,5,1,7,1.149
11009,2880,1,1614241657338,1614241665560,slang,snake,snake,snake,0.0,5,1,8,8.222
11010,2880,1,1614241665560,1614241667422,duif,pigeon,pigeon,pigeon,0.0,6,1,9,1.862
11011,2880,1,1614241667422,1614241669448,vogel,bird,bird,bird,0.0,4,1,10,2.026
11012,2880,1,1614241669448,1614241673872,raaf,raven,raven,raven,0.0,5,1,11,4.424
11013,2880,1,1614241673872,1614241679461,kakkerlak,cockroach,cockroach,cockroach,0.0,9,1,12,5.589
11014,2880,1,1614241679461,1614241682908,egel,hedgehog,hedgehog,hedgehog,0.0,8,1,13,3.447
11015,2880,1,1614241682908,1614241689609,vleermuis,bat,bat,bat,0.0,3,1,14,6.701
11016,2880,1,1614241689609,1614241712105,insect,insect,insect,insect,0.0,6,1,15,22.496
11017,2880,1,1614241712105,1614241716770,vlieg,fly,fly,fly,0.0,3,1,16,4.665
11018,2880,1,1614241716770,1614241719537,bij,bee,bee,bee,0.0,3,1,17,2.767
11019,2880,1,1614241719537,1614241722112,wesp,wasp,wasp,wasp,0.0,4,1,18,2.575
11020,2880,1,1614241722112,1614241729484,libelle,Dragonfly,Dragonfly,dragonfly,0.0,9,1,19,7.372
11063,2881,1,1614250287733,1614250289158,olifant,elephant,elephant,elephant,0.0,8,1,1,1.425
11064,2881,1,1614250289158,1614250290246,tijger,Tiger,Tiger,tiger,0.0,5,1,2,1.088
11065,2881,1,1614250290246,1614250291336,leeuw,lion,lion,lion,0.0,4,1,3,1.09
11067,2881,1,1614250292132,1614250293965,aap,monkey,monkey,monkey,0.0,6,1,4,1.833
11068,2881,1,1614250293965,1614250296977,varken,pig,pig,pig,0.0,3,1,5,3.012
11069,2881,1,1614250296977,1614250298163,koe,cow,cow,cow,0.0,3,1,6,1.186
11070,2881,1,1614250298163,1614250299784,schaap,sheep,sheep,sheep,0.0,5,1,7,1.621
11071,2881,1,1614250299784,1614250301312,kip,chicken,chicken,chicken,0.0,7,1,8,1.528
11072,2881,1,1614250301312,1614250302321,haan,rooster,rooster,rooster,0.0,7,1,9,1.009
11073,2881,1,1614250302321,1614250303860,kalkoen,turkey,turkey,turkey,0.0,6,1,10,1.539
11074,2881,1,1614250303860,1614250306140,goudvis,goldfish,goldfish,goldfish,0.0,8,1,11,2.28
11075,2881,1,1614250306140,1614250307803,walvis,whale,whale,whale,0.0,5,1,12,1.663
11076,2881,1,1614250307803,1614250309058,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,13,1.255
11077,2881,1,1614250309058,1614250313063,walrus,walrus,walrus,walrus,0.0,6,1,14,4.005
11078,2881,1,1614250313063,1614250314923,zeeleeuw,sea ​​lion,sea lion,sea lion,0.0,8,2,15,1.86
11079,2881,1,1614250314923,1614250317482,panter,panther,panther,panther,0.0,7,1,16,2.559
11080,2881,1,1614250317482,1614250319105,cheetah,cheetah,cheetah,cheetah,0.0,7,1,17,1.623
11081,2881,1,1614250319105,1614250322111,hond,dog,dog,dog,0.0,3,1,18,3.006
11082,2881,1,1614250322111,1614250322808,kat,cat,cat,cat,0.0,3,1,19,0.697
11150,2882,1,1614256359897,1614256360725,kat,cat,cat,cat,0.0,3,1,1,0.828
11151,2882,1,1614256360725,1614256362511,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,2,1.786
11152,2882,1,1614256362511,1614256364051,konijn,rabbit,rabbit,rabbit,0.0,6,1,3,1.54
11153,2882,1,1614256364051,1614256366378,kameel,camel,camel,camel,0.0,5,1,4,2.327
11154,2882,1,1614256366378,1614256369065,kameleon,chameleon,chameleon,chameleon,0.0,9,1,5,2.687
11155,2882,1,1614256369065,1614256371211,giraffe,giraffe,giraffe,giraffe,0.0,7,1,6,2.146
11156,2882,1,1614256371211,1614256372332,olifant ,elephant,elephant,elephant,0.0,8,1,7,1.121
11157,2882,1,1614256372332,1614256374849,tijger,Tiger,Tiger,tiger,0.0,5,1,8,2.517
11158,2882,1,1614256374849,1614256376361,leeuw,lion,lion,lion,0.0,4,1,9,1.512
11159,2882,1,1614256376361,1614256377342,zebra,zebra,zebra,zebra,0.0,5,1,10,0.981
11160,2882,1,1614256377342,1614256380764,hert,deer,deer,deer,0.0,4,1,11,3.422
11161,2882,1,1614256380764,1614256381921,vos,fox,fox,fox,0.0,3,1,12,1.157
11162,2882,1,1614256381921,1614256383149,egel,hedgehog,hedgehog,hedgehog,0.0,8,1,13,1.228
11163,2882,1,1614256383149,1614256387907,hamster,hamster,hamster,hamster,0.0,7,1,14,4.758
11164,2882,1,1614256387907,1614256388794,cavia ,guinea pig,guinea pig,guinea pig,0.0,10,2,15,0.887
11165,2882,1,1614256388794,1614256395608,wezel,weasel,weasel,weasel,0.0,6,1,16,6.814
11166,2882,1,1614256395608,1614256396499,wasbeer,racoon,racoon,racoon,0.0,6,1,17,0.891
11167,2882,1,1614256396499,1614256402939,pelikaan,pelican,pelican,pelican,0.0,7,1,18,6.44
11168,2882,1,1614256402939,1614256406104,ooivaar,stork,stork,stork,0.0,5,1,19,3.165
11261,2883,1,1614268858061,1614268858627,kat,cat,cat,cat,0.0,3,1,1,0.566
11262,2883,1,1614268858627,1614268859901,paard,horse,horse,horse,0.0,5,1,2,1.274
11263,2883,1,1614268859901,1614268860795,vis,fish,fish,fish,0.0,4,1,3,0.894
11264,2883,1,1614268860795,1614268862710,tijger,Tiger,Tiger,tiger,0.0,5,1,4,1.915
11265,2883,1,1614268862710,1614268863364,koe,cow,cow,cow,0.0,3,1,5,0.654
11266,2883,1,1614268863364,1614268864404,leeuw,lion,lion,lion,0.0,4,1,6,1.04
11267,2883,1,1614268864404,1614268866061,varken,pig,pig,pig,0.0,3,1,7,1.657
11268,2883,1,1614268866061,1614268869827,kanarie,canary,canary,canary,0.0,6,1,8,3.766
11269,2883,1,1614268869827,1614268871879,panmda,panmda,panmda,panda,0.0,5,1,9,2.052
11270,2883,1,1614268871879,1614268876360,luipaard,leopard,leopard,leopard,0.0,7,1,10,4.481
11271,2883,1,1614268876360,1614268878535,giraffe,giraffe,giraffe,giraffe,0.0,7,1,11,2.175
11272,2883,1,1614268878535,1614268881297,otter,otter,otter,otter,0.0,5,1,12,2.762
11273,2883,1,1614268881297,1614268883498,olifant,elephant,elephant,elephant,0.0,8,1,13,2.201
11274,2883,1,1614268883498,1614268886131,hamster,hamster,hamster,hamster,0.0,7,1,14,2.633
11275,2883,1,1614268886131,1614268888302,konijn,rabbit,rabbit,rabbit,0.0,6,1,15,2.171
11276,2883,1,1614268888302,1614268893213,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,16,4.911
11277,2883,1,1614268893213,1614268895613,eend,duck,duck,duck,0.0,4,1,17,2.4
11278,2883,1,1614268895613,1614268896443,pad,path,path,toad,0.0,4,1,18,0.83
11279,2883,1,1614268896443,1614268899024,kikker,frog,frog,frog,0.0,4,1,19,2.581
11325,2884,1,1614269187521,1614269188886,kat,cat,cat,cat,0.0,3,1,1,1.365
11326,2884,1,1614269188886,1614269189929,aap,monkey,monkey,monkey,0.0,6,1,2,1.043
11327,2884,1,1614269189929,1614269193009,konijn,rabbit,rabbit,rabbit,0.0,6,1,3,3.08
11328,2884,1,1614269193009,1614269196485,krokodil,crocodile,crocodile,crocodile,0.0,9,1,4,3.476
11329,2884,1,1614269196485,1614269197358,rat,rat,rat,rat,0.0,3,1,5,0.873
11330,2884,1,1614269197358,1614269198313,muis,mouse,mouse,mouse,0.0,5,1,6,0.955
11331,2884,1,1614269198313,1614269199929,spin,spider,spider,spider,0.0,6,1,7,1.616
11332,2884,1,1614269199929,1614269201283,slang,snake,snake,snake,0.0,5,1,8,1.354
11333,2884,1,1614269201283,1614269205746,vlinder,butterfly,butterfly,butterfly,0.0,9,1,9,4.463
11334,2884,1,1614269205746,1614269206466,wesp,wasp,wasp,wasp,0.0,4,1,10,0.72
11335,2884,1,1614269206466,1614269208489,bij,bee,bee,bee,0.0,3,1,11,2.023
11336,2884,1,1614269208489,1614269211471,ezel,donkey,donkey,donkey,0.0,6,1,12,2.982
11337,2884,1,1614269211471,1614269212355,paard,horse,horse,horse,0.0,5,1,13,0.884
11338,2884,1,1614269212355,1614269214615,haas,hare,hare,hare,0.0,4,1,14,2.26
11339,2884,1,1614269214615,1614269227249,tijger,Tiger,Tiger,tiger,0.0,5,1,15,12.634
11340,2884,1,1614269227249,1614269228014,leeuw,lion,lion,lion,0.0,4,1,16,0.765
11341,2884,1,1614269228014,1614269238387,sprinkhaan,grasshopper,grasshopper,grasshopper,0.0,11,1,17,10.373
11342,2884,1,1614269238387,1614269240066,tor,tor,tor,beetle,0.0,6,1,18,1.679
11343,2884,1,1614269240066,1614269248764,dolfijn,dolphin,dolphin,dolphin,0.0,7,1,19,8.698
11397,2885,1,1614271190710,1614271193348,paard,horse,horse,horse,0.0,5,1,1,2.638
11398,2885,1,1614271193348,1614271199571,hond,dog,dog,dog,0.0,3,1,2,6.223
11399,2885,1,1614271199571,1614271201658,kat,cat,cat,cat,0.0,3,1,3,2.087
11400,2885,1,1614271201658,1614271223373,vis,fish,fish,fish,0.0,4,1,4,21.715
11401,2885,1,1614271223373,1614271226023,konijn,rabbit,rabbit,rabbit,0.0,6,1,5,2.65
11402,2885,1,1614271226023,1614271228393,hamster,hamster,hamster,hamster,0.0,7,1,6,2.37
11403,2885,1,1614271228393,1614271230937,muis,mouse,mouse,mouse,0.0,5,1,7,2.544
11404,2885,1,1614271230937,1614271232724,pony,pony,pony,pony,0.0,4,1,8,1.787
11405,2885,1,1614271232724,1614271234236,rat,rat,rat,rat,0.0,3,1,9,1.512
11406,2885,1,1614271234236,1614271241776,aal,eel,eel,eel,0.0,3,1,10,7.54
11407,2885,1,1614271241776,1614271244317,haai,shark,shark,shark,0.0,5,1,11,2.541
11409,2885,1,1614271247098,1614271254975,zeeschildpad,sea ​​turtle,sea turtle,sea turtle,0.0,10,2,12,7.877
11410,2885,1,1614271254975,1614271257486,octopus,octopus,octopus,octopus,0.0,7,1,13,2.511
11411,2885,1,1614271257486,1614271260340,kwal,jellyfish,jellyfish,jellyfish,0.0,9,1,14,2.854
11412,2885,1,1614271260340,1614271264445,sardine,sardine,sardine,sardine,0.0,7,1,15,4.105
11413,2885,1,1614271264445,1614271269152,olifant,elephant,elephant,elephant,0.0,8,1,16,4.707
11414,2885,1,1614271269152,1614271271364,koe,cow,cow,cow,0.0,3,1,17,2.212
11415,2885,1,1614271271364,1614271274227,kameel,camel,camel,camel,0.0,5,1,18,2.863
11416,2885,1,1614271274227,1614271276206,kip,chicken,chicken,chicken,0.0,7,1,19,1.979
11442,2886,1,1614281355761,1614281357972,hond,dog,dog,dog,0.0,3,1,1,2.211
11443,2886,1,1614281357972,1614281359537,eend,duck,duck,duck,0.0,4,1,2,1.565
11444,2886,1,1614281359537,1614281366287,kip,chicken,chicken,chicken,0.0,7,1,3,6.75
11445,2886,1,1614281366287,1614281369039,mug,mosquito,mosquito,mosquito,0.0,8,1,4,2.752
11446,2886,1,1614281369039,1614281371795,giraffe,giraffe,giraffe,giraffe,0.0,7,1,5,2.756
11447,2886,1,1614281371795,1614281373568,olifant,elephant,elephant,elephant,0.0,8,1,6,1.773
11448,2886,1,1614281373568,1614281376297,tijger,Tiger,Tiger,tiger,0.0,5,1,7,2.729
11449,2886,1,1614281376297,1614281377274,aap,monkey,monkey,monkey,0.0,6,1,8,0.977
11450,2886,1,1614281377274,1614281380255,zebra,zebra,zebra,zebra,0.0,5,1,9,2.981
11451,2886,1,1614281380255,1614281382800,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,10,2.545
11452,2886,1,1614281382800,1614281383702,rat,rat,rat,rat,0.0,3,1,11,0.902
11453,2886,1,1614281383702,1614281385049,muis,mouse,mouse,mouse,0.0,5,1,12,1.347
11454,2886,1,1614281385049,1614281387290,kever,beetle,beetle,beetle,0.0,6,1,13,2.241
11455,2886,1,1614281387290,1614281389871,vis,fish,fish,fish,0.0,4,1,14,2.581
11456,2886,1,1614281389871,1614281394927,paard,horse,horse,horse,0.0,5,1,15,5.056
11457,2886,1,1614281394927,1614281395733,koe,cow,cow,cow,0.0,3,1,16,0.806
11458,2886,1,1614281395733,1614281397940,varken,pig,pig,pig,0.0,3,1,17,2.207
11459,2886,1,1614281397940,1614281399447,geit,goat,goat,goat,0.0,4,1,18,1.507
11460,2886,1,1614281399447,1614281403541,zeepaard,seahorse,seahorse,sea horse,0.0,8,1,19,4.094
11516,2900,1,1614330847633,1614330848510,kat,cat,cat,cat,0.0,3,1,1,0.877
11517,2900,1,1614330848510,1614330849785,hond,dog,dog,dog,0.0,3,1,2,1.275
11518,2900,1,1614330849785,1614330854353,neushoorn,Rhino,Rhino,rhino,0.0,5,1,3,4.568
11519,2900,1,1614330854353,1614330856473,leguaan,iguana,iguana,iguana,0.0,6,1,4,2.12
11520,2900,1,1614330856473,1614330859799,geit,goat,goat,goat,0.0,4,1,5,3.326
11521,2900,1,1614330859799,1614330861332,schaap,sheep,sheep,sheep,0.0,5,1,6,1.533
11522,2900,1,1614330861332,1614330866857,olifant,elephant,elephant,elephant,0.0,8,1,7,5.525
11523,2900,1,1614330866857,1614330870232,konijn,rabbit,rabbit,rabbit,0.0,6,1,8,3.375
11524,2900,1,1614330870232,1614330873401,varken,pig,pig,pig,0.0,3,1,9,3.169
11525,2900,1,1614330873401,1614330874275,koe,cow,cow,cow,0.0,3,1,10,0.874
11526,2900,1,1614330874275,1614330877893,vis,fish,fish,fish,0.0,4,1,11,3.618
11527,2900,1,1614330877893,1614330883108,vlieg,fly,fly,fly,0.0,3,1,12,5.215
11528,2900,1,1614330883108,1614330886224,vogel,bird,bird,bird,0.0,4,1,13,3.116
11529,2900,1,1614330886224,1614330890454,duif,pigeon,pigeon,pigeon,0.0,6,1,14,4.23
11530,2900,1,1614330890454,1614330894704,kip,chicken,chicken,chicken,0.0,7,1,15,4.25
11531,2900,1,1614330894704,1614330901423,leeuw,lion,lion,lion,0.0,4,1,16,6.719
11532,2900,1,1614330901423,1614330906603,hyena,hyena,hyena,hyena,0.0,5,1,17,5.18
11533,2900,1,1614330906603,1614330910891,zebra,zebra,zebra,zebra,0.0,5,1,18,4.288
11534,2900,1,1614330910891,1614330912879,aap,monkey,monkey,monkey,0.0,6,1,19,1.988
11559,2901,1,1614345827488,1614345829455,kat,cat,cat,cat,0.0,3,1,1,1.967
11560,2901,1,1614345829455,1614345830989,olifant,elephant,elephant,elephant,0.0,8,1,2,1.534
11561,2901,1,1614345830989,1614345831974,meeuw,seagull,seagull,seagull,0.0,7,1,3,0.985
11562,2901,1,1614345831974,1614345833865,konijn,rabbit,rabbit,rabbit,0.0,6,1,4,1.891
11563,2901,1,1614345833865,1614345834987,vis,fish,fish,fish,0.0,4,1,5,1.122
11564,2901,1,1614345834987,1614345835951,haai,shark,shark,shark,0.0,5,1,6,0.964
11565,2901,1,1614345835951,1614345837821,slang,snake,snake,snake,0.0,5,1,7,1.87
11566,2901,1,1614345837821,1614345838662,mier,ant,ant,ant,0.0,3,1,8,0.841
11567,2901,1,1614345838662,1614345840363,bij,bee,bee,bee,0.0,3,1,9,1.701
11568,2901,1,1614345840363,1614345841302,wesp,wasp,wasp,wasp,0.0,4,1,10,0.939
11569,2901,1,1614345841302,1614345843363,tijger,Tiger,Tiger,tiger,0.0,5,1,11,2.061
11570,2901,1,1614345843363,1614345844446,leeuw,lion,lion,lion,0.0,4,1,12,1.083
11571,2901,1,1614345844446,1614345847576,zwaan,Swan,Swan,swan,0.0,4,1,13,3.13
11572,2901,1,1614345847576,1614345848749,eend,duck,duck,duck,0.0,4,1,14,1.173
11573,2901,1,1614345848749,1614345852333,hamster,hamster,hamster,hamster,0.0,7,1,15,3.584
11574,2901,1,1614345852333,1614345853841,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,16,1.508
11575,2901,1,1614345853841,1614345858326,muis,mouse,mouse,mouse,0.0,5,1,17,4.485
11576,2901,1,1614345858326,1614345859034,rat,rat,rat,rat,0.0,3,1,18,0.708
11577,2901,1,1614345859034,1614345862342,rups,caterpillar,caterpillar,caterpillar,0.0,11,1,19,3.308
11637,2902,1,1614362168503,1614362174233,Paard,Horse,Horse,horse,0.0,5,1,1,5.73
11639,2902,1,1614362179254,1614362181511,koe,cow,cow,cow,0.0,3,1,3,2.257
11640,2902,1,1614362181511,1614362186516,kat ,cat,cat,cat,0.0,3,1,4,5.005
11641,2902,1,1614362186516,1614362188037,beer,bear,bear,bear,0.0,4,1,5,1.521
11642,2902,1,1614362188037,1614362196256,aap,monkey,monkey,monkey,0.0,6,1,6,8.219
11643,2902,1,1614362196256,1614362201304,mier,ant,ant,ant,0.0,3,1,7,5.048
11644,2902,1,1614362201304,1614362206454,vis,fish,fish,fish,0.0,4,1,8,5.15
11645,2902,1,1614362206454,1614362213943,spin,spider,spider,spider,0.0,6,1,9,7.489
11646,2902,1,1614362213943,1614362221219,slang,snake,snake,snake,0.0,5,1,10,7.276
11647,2902,1,1614362221219,1614362226364,kikker,frog,frog,frog,0.0,4,1,11,5.145
11648,2902,1,1614362226364,1614362247181,olifant,elephant,elephant,elephant,0.0,8,1,12,20.817
11683,2904,1,1614434879215,1614434881243,vis,fish,fish,fish,0.0,4,1,1,2.028
11684,2904,1,1614434881243,1614434884895,olifant,elephant,elephant,elephant,0.0,8,1,2,3.652
11685,2904,1,1614434884895,1614434886430,tijger,Tiger,Tiger,tiger,0.0,5,1,3,1.535
11686,2904,1,1614434886430,1614434887444,leeuw,lion,lion,lion,0.0,4,1,4,1.014
11687,2904,1,1614434887444,1614434888508,kat,cat,cat,cat,0.0,3,1,5,1.064
11688,2904,1,1614434888508,1614434891027,struisvogel,ostrich,ostrich,ostrich,0.0,7,1,6,2.519
11689,2904,1,1614434891027,1614434895619,cheetah,cheetah,cheetah,cheetah,0.0,7,1,7,4.592
11690,2904,1,1614434895619,1614434898044,hyena,hyena,hyena,hyena,0.0,5,1,8,2.425
11691,2904,1,1614434898044,1614434899390,slang,snake,snake,snake,0.0,5,1,9,1.346
11692,2904,1,1614434899390,1614434901512,pyhton,pyhton,pyhton,python,0.0,6,1,10,2.122
11693,2904,1,1614434901512,1614434903071,vlinder,butterfly,butterfly,butterfly,0.0,9,1,11,1.559
11694,2904,1,1614434903071,1614434904894,vogel,bird,bird,bird,0.0,4,1,12,1.823
11695,2904,1,1614434904894,1614434906230,eend,duck,duck,duck,0.0,4,1,13,1.336
11696,2904,1,1614434906230,1614434907319,kip,chicken,chicken,chicken,0.0,7,1,14,1.089
11697,2904,1,1614434907319,1614434911260,varken,pig,pig,pig,0.0,3,1,15,3.941
11698,2904,1,1614434911260,1614434913339,geit,goat,goat,goat,0.0,4,1,16,2.079
11699,2904,1,1614434913339,1614434916990,koe,cow,cow,cow,0.0,3,1,17,3.651
11700,2904,1,1614434916990,1614434922108,arend,Eagle,Eagle,eagle,0.0,5,1,18,5.118
11701,2904,1,1614434922108,1614434924632,bison,bison,bison,bison,0.0,5,1,19,2.524
11751,2906,1,1614516396607,1614516397750,kat,cat,cat,cat,0.0,3,1,1,1.143
11752,2906,1,1614516397750,1614516400252,slang,snake,snake,snake,0.0,5,1,2,2.502
11753,2906,1,1614516400252,1614516402300,beer,bear,bear,bear,0.0,4,1,3,2.048
11754,2906,1,1614516402300,1614516406322,olifant,elephant,elephant,elephant,0.0,8,1,4,4.022
11755,2906,1,1614516406322,1614516409244,puma,puma,puma,puma,0.0,4,1,5,2.922
11756,2906,1,1614516409244,1614516412554,giraffe,giraffe,giraffe,giraffe,0.0,7,1,6,3.31
11757,2906,1,1614516412554,1614516414799,gorilla,gorilla,gorilla,gorilla,0.0,7,1,7,2.245
11758,2906,1,1614516414799,1614516418480,paard,horse,horse,horse,0.0,5,1,8,3.681
11759,2906,1,1614516418480,1614516420459,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,9,1.979
11760,2906,1,1614516420459,1614516424311,muis,mouse,mouse,mouse,0.0,5,1,10,3.852
11761,2906,1,1614516424311,1614516425436,rat,rat,rat,rat,0.0,3,1,11,1.125
11762,2906,1,1614516425436,1614516430439,koe,cow,cow,cow,0.0,3,1,12,5.003
11763,2906,1,1614516430439,1614516435151,geit,goat,goat,goat,0.0,4,1,13,4.712
11764,2906,1,1614516435151,1614516438681,schaap,sheep,sheep,sheep,0.0,5,1,14,3.53
11765,2906,1,1614516438681,1614516442915,aap,monkey,monkey,monkey,0.0,6,1,15,4.234
11766,2906,1,1614516442915,1614516450301,varken,pig,pig,pig,0.0,3,1,16,7.386
11767,2906,1,1614516450301,1614516453075,haai,shark,shark,shark,0.0,5,1,17,2.774
11768,2906,1,1614516453075,1614516463472,lobster,lobster,lobster,lobster,0.0,7,1,18,10.397
11769,2906,1,1614516463472,1614516469862,zeepaard,seahorse,seahorse,sea horse,0.0,8,1,19,6.39
11813,2907,1,1614519109342,1614519111627,tijger,Tiger,Tiger,tiger,0.0,5,1,1,2.285
11814,2907,1,1614519111627,1614519114128,papagaai,parrot,parrot,parrot,0.0,6,1,2,2.501
11815,2907,1,1614519114128,1614519115930,konijn,rabbit,rabbit,rabbit,0.0,6,1,3,1.802
11816,2907,1,1614519115930,1614519118037,egel,hedgehog,hedgehog,hedgehog,0.0,8,1,4,2.107
11817,2907,1,1614519118037,1614519119228,slak,snail,snail,snail,0.0,5,1,5,1.191
11818,2907,1,1614519119228,1614519124648,zeepaardje,sea ​​Horse,sea Horse,sea horse,0.0,9,2,6,5.42
11819,2907,1,1614519124648,1614519128087,aap,monkey,monkey,monkey,0.0,6,1,7,3.439
11820,2907,1,1614519128087,1614519131297,eekhorn,squirrel,squirrel,squirrel,0.0,8,1,8,3.21
11821,2907,1,1614519131297,1614519134900,kip,chicken,chicken,chicken,0.0,7,1,9,3.603
11822,2907,1,1614519134900,1614519136133,geit,goat,goat,goat,0.0,4,1,10,1.233
11823,2907,1,1614519136133,1614519138156,schaap,sheep,sheep,sheep,0.0,5,1,11,2.023
11824,2907,1,1614519138156,1614519142886,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,12,4.73
11825,2907,1,1614519142886,1614519145998,kat,cat,cat,cat,0.0,3,1,13,3.112
11826,2907,1,1614519145998,1614519147636,hond,dog,dog,dog,0.0,3,1,14,1.638
11827,2907,1,1614519147636,1614519152952,beer,bear,bear,bear,0.0,4,1,15,5.316
11828,2907,1,1614519152952,1614519157787,slang,snake,snake,snake,0.0,5,1,16,4.835
11829,2907,1,1614519157787,1614519158709,rat,rat,rat,rat,0.0,3,1,17,0.922
11830,2907,1,1614519158709,1614519161274,muis,mouse,mouse,mouse,0.0,5,1,18,2.565
11831,2907,1,1614519161274,1614519164595,mus,sparrow,sparrow,sparrow,0.0,7,1,19,3.321
11904,2910,1,1614542890034,1614542893816,giraffe,giraffe,giraffe,giraffe,0.0,7,1,1,3.782
11905,2910,1,1614542893816,1614542895532,slak,snail,snail,snail,0.0,5,1,2,1.716
11906,2910,1,1614542895532,1614542897632,kat,cat,cat,cat,0.0,3,1,3,2.1
11907,2910,1,1614542897632,1614542898860,hond,dog,dog,dog,0.0,3,1,4,1.228
11908,2910,1,1614542898860,1614542900728,kameel,camel,camel,camel,0.0,5,1,5,1.868
11909,2910,1,1614542900728,1614542903513,vleermuis,bat,bat,bat,0.0,3,1,6,2.785
11910,2910,1,1614542903513,1614542904842,vlinder,butterfly,butterfly,butterfly,0.0,9,1,7,1.329
11911,2910,1,1614542904842,1614542905965,vlieg,fly,fly,fly,0.0,3,1,8,1.123
11912,2910,1,1614542905965,1614542907052,spin,spider,spider,spider,0.0,6,1,9,1.087
11913,2910,1,1614542907052,1614542909397,vis,fish,fish,fish,0.0,4,1,10,2.345
11914,2910,1,1614542909397,1614542915545,leguaan,iguana,iguana,iguana,0.0,6,1,11,6.148
11915,2910,1,1614542915545,1614542918784,krokodil,crocodile,crocodile,crocodile,0.0,9,1,12,3.239
11916,2910,1,1614542918784,1614542920988,nijlpaard,hippopotamus,hippopotamus,hippopotamus,0.0,12,1,13,2.204
11917,2910,1,1614542920988,1614542921943,aap,monkey,monkey,monkey,0.0,6,1,14,0.955
11918,2910,1,1614542921943,1614542925474,hamster,hamster,hamster,hamster,0.0,7,1,15,3.531
11919,2910,1,1614542925474,1614542927378,cavia,guinea pig,guinea pig,guinea pig,0.0,10,2,16,1.904
11920,2910,1,1614542927378,1614542930936,muis,mouse,mouse,mouse,0.0,5,1,17,3.558
11921,2910,1,1614542930936,1614542932761,rat,rat,rat,rat,0.0,3,1,18,1.825
11922,2910,1,1614542932761,1614542935857,baviaan,baboon,baboon,baboon,0.0,6,1,19,3.096
11974,2911,1,1614550716112,1614550719600,giraffe,giraffe,giraffe,giraffe,0.0,7,1,1,3.488
11975,2911,1,1614550719600,1614550720355,kat,cat,cat,cat,0.0,3,1,2,0.755
11976,2911,1,1614550720355,1614550721450,hond,dog,dog,dog,0.0,3,1,3,1.095
11977,2911,1,1614550721450,1614550722398,vogel,bird,bird,bird,0.0,4,1,4,0.948
11978,2911,1,1614550722398,1614550723597,gans,Goose,Goose,goose,0.0,5,1,5,1.199
11979,2911,1,1614550723597,1614550724556,eend ,duck,duck,duck,0.0,4,1,6,0.959
11980,2911,1,1614550724556,1614550729415,aap,monkey,monkey,monkey,0.0,6,1,7,4.859
11981,2911,1,1614550729415,1614550734466,neushoorn,Rhino,Rhino,rhino,0.0,5,1,8,5.051
11982,2911,1,1614550734466,1614550736395,olifant,elephant,elephant,elephant,0.0,8,1,9,1.929
11983,2911,1,1614550736395,1614550737346,leeuw,lion,lion,lion,0.0,4,1,10,0.951
11984,2911,1,1614550737346,1614550738616,tijger,Tiger,Tiger,tiger,0.0,5,1,11,1.27
11985,2911,1,1614550738616,1614550739529,puma,puma,puma,puma,0.0,4,1,12,0.913
11986,2911,1,1614550739529,1614550741294,luipaard,leopard,leopard,leopard,0.0,7,1,13,1.765
11987,2911,1,1614550741294,1614550746905,witte tijger,White Tiger,White Tiger,white tiger,0.0,11,2,14,5.611
11988,2911,1,1614550746905,1614550749919,kolibrie,hummingbird,hummingbird,hummingbird,0.0,11,1,15,3.014
11989,2911,1,1614550749919,1614550754455,paard,horse,horse,horse,0.0,5,1,16,4.536
11990,2911,1,1614550754455,1614550756121,ezel,donkey,donkey,donkey,0.0,6,1,17,1.666
11991,2911,1,1614550756121,1614550759662,pony,pony,pony,pony,0.0,4,1,18,3.541
11992,2911,1,1614550759662,1614550761719,muis,mouse,mouse,mouse,0.0,5,1,19,2.057
